work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,EX,FT,Data Engineer,235000,USD,235000,US,0,US,M
2023,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M
2023,MI,FT,Data Manager,60000,GBP,73824,GB,0,GB,M
2023,SE,FT,Data Engineer,113750,USD,113750,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2023,MI,FT,Data Scientist,90000,EUR,97171,IE,0,IE,M
2023,SE,FT,Data Architect,94000,USD,94000,US,0,US,M
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M
2023,SE,FT,Data Engineer,139810,USD,139810,US,0,US,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
2023,EN,FT,Data Analyst,75000,GBP,92280,GB,0,GB,M
2023,SE,FT,Prompt Engineer,184000,USD,184000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,230000,USD,230000,US,100,US,M
2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,Data Engineer,230000,USD,230000,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Data Engineer,95325,USD,95325,US,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,MI,FT,Data Engineer,53000,EUR,57223,FR,100,FR,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Analyst,113220,USD,113220,US,0,US,M
2023,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,MI,FT,Data Architect,140000,USD,140000,US,100,US,M
2023,SE,FT,Data Scientist,201700,USD,201700,US,0,US,M
2023,SE,FT,Machine Learning Engineer,266400,USD,266400,US,0,US,M
2023,SE,FT,Data Engineer,116500,USD,116500,US,100,US,M
2023,SE,FT,Data Engineer,240000,USD,240000,US,0,US,M
2023,SE,FT,Data Engineer,183414,USD,183414,US,0,US,M
2023,MI,FT,Data Engineer,62000,GBP,76284,GB,100,GB,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
2023,MI,FT,Data Scientist,162000,USD,162000,US,0,US,M
2023,SE,FT,Data Engineer,91270,USD,91270,US,0,US,M
2023,MI,FT,Research Scientist,76000,USD,76000,US,0,US,M
2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M
2023,SE,FT,Data Scientist,234900,USD,234900,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Engineer,310000,USD,310000,US,0,US,M
2023,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Manager,86000,USD,86000,US,100,US,M
2023,SE,FT,Data Scientist,212800,USD,212800,US,100,US,M
2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M
2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Analyst,180400,USD,180400,US,0,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M
2023,EN,FT,AI Engineer,35000,USD,35000,HR,100,DE,M
2023,MI,FT,Research Engineer,128167,USD,128167,US,0,US,M
2023,MI,FT,Data Engineer,57700,USD,57700,US,0,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2023,SE,FT,Machine Learning Engineer,199000,USD,199000,US,100,US,M
2023,SE,FT,Data Analyst,206000,USD,206000,US,0,US,M
2023,MI,FT,Data Operations Analyst,65100,USD,65100,US,100,US,M
2023,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2023,SE,FT,Data Analyst,134500,USD,134500,US,100,US,M
2023,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M
2023,MI,FT,Data Engineer,70000,USD,70000,US,100,US,M
2023,SE,FT,Business Intelligence Engineer,202800,USD,202800,US,0,US,L
2023,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
2023,SE,FT,Machine Learning Scientist,142200,USD,142200,CA,0,CA,M
2023,EX,FT,Data Engineer,115830,USD,115830,US,0,US,M
2023,MI,FT,BI Developer,128000,USD,128000,US,0,US,M
2023,SE,FT,Research Engineer,141298,USD,141298,US,0,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,US,0,US,M
2023,SE,FT,Machine Learning Engineer,221000,USD,221000,US,0,US,M
2023,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M
2023,SE,FT,Data Engineer,254000,USD,254000,US,100,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,250000,USD,250000,US,0,US,M
2023,EN,FT,Data Analyst,40400,USD,40400,US,0,US,L
2023,SE,FT,Data Operations Analyst,77000,USD,77000,GB,0,GB,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,SE,FT,Data Scientist,138900,USD,138900,US,0,US,M
2023,MI,FT,Data Engineer,116500,USD,116500,US,100,US,M
2023,SE,FT,Business Intelligence Analyst,176875,USD,176875,US,0,US,M
2023,SE,FT,Data Engineer,225500,USD,225500,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2023,SE,FT,Analytics Engineer,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,162000,USD,162000,US,0,US,M
2023,MI,FT,Data Engineer,74500,USD,74500,US,0,US,M
2023,SE,FT,Data Engineer,156000,USD,156000,US,100,US,M
2023,SE,FT,Data Scientist,107400,USD,107400,US,0,US,M
2023,SE,FT,Data Engineer,139400,USD,139400,US,0,US,M
2023,MI,FT,Data Analyst,112000,USD,112000,US,0,US,M
2023,SE,FT,Research Scientist,204500,USD,204500,US,0,US,M
2023,SE,FT,Data Manager,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Engineer,105700,USD,105700,US,0,US,L
2023,MI,FT,Applied Scientist,132000,USD,132000,US,100,US,M
2023,EN,FT,Data Analyst,1700000,INR,20673,IN,50,IN,L
2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M
2023,SE,FT,Data Scientist,235000,USD,235000,US,100,US,M
2023,SE,FT,Data Scientist,219000,USD,219000,CA,0,CA,M
2023,SE,FT,Data Engineer,166000,USD,166000,US,0,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Engineer,144100,USD,144100,US,0,US,M
2023,SE,FT,Data Architect,110841,USD,110841,US,0,US,M
2023,SE,FT,Data Analyst,104000,USD,104000,US,100,US,M
2023,SE,FT,Data Scientist,317070,USD,317070,US,0,US,M
2023,SE,FT,Data Architect,138000,USD,138000,GB,100,GB,M
2023,EN,FT,BI Data Analyst,50000,USD,50000,KE,100,KE,S
2023,SE,FT,Data Scientist,206000,USD,206000,US,100,US,M
2023,SE,FT,Data Analyst,78400,USD,78400,US,100,US,L
2023,EN,FT,Data Scientist,71907,USD,71907,US,100,US,M
2023,MI,FT,Data Scientist,86600,USD,86600,US,100,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,100,US,M
2023,MI,FT,Data Architect,135000,USD,135000,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,79600,USD,79600,US,0,US,L
2023,SE,FT,Analytics Engineer,125000,USD,125000,US,100,US,M
2023,MI,FT,Data Scientist,130500,USD,130500,US,0,US,M
2023,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M
2023,MI,FT,Data Scientist,107000,USD,107000,US,100,US,M
2023,SE,FT,Data Scientist,143250,USD,143250,US,0,US,M
2023,EX,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Architect,206000,USD,206000,US,0,US,M
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2023,MI,FT,Research Scientist,252990,USD,252990,US,100,US,M
2023,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
2023,MI,FT,Data Analytics Manager,120000,USD,120000,US,0,US,M
2023,SE,FT,Analytics Engineer,128000,USD,128000,US,100,US,M
2023,MI,FT,Data Manager,135000,USD,135000,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,170000,USD,170000,US,0,US,M
2023,SE,FT,Data Analyst,74400,USD,74400,US,100,US,M
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M
2023,SE,FT,Data Scientist,120160,USD,120160,US,100,US,M
2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2023,EX,FT,Data Scientist,220000,USD,220000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,218540,USD,218540,US,0,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M
2023,SE,FT,Data Architect,113900,USD,113900,US,100,US,M
2023,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,AI Architect,330000,USD,330000,US,0,US,M
2023,SE,FT,Data Scientist,132500,USD,132500,US,0,US,M
2023,EN,FT,Data Scientist,190000,USD,190000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,215000,USD,215000,US,0,US,M
2023,SE,FT,Data Scientist,169000,USD,169000,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Data Scientist,188000,USD,188000,US,100,US,M
2023,SE,FT,Data Engineer,259000,USD,259000,US,0,US,M
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M
2023,MI,FT,Data Architect,140000,USD,140000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M
2023,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,132300,USD,132300,US,0,US,M
2023,MI,FT,Data Scientist,143000,USD,143000,US,100,US,M
2023,MI,FT,Data Scientist,72700,USD,72700,US,0,US,M
2023,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M
2023,EX,FT,Data Engineer,234000,USD,234000,US,0,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,ETL Developer,129100,USD,129100,US,0,US,M
2023,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
2023,MI,FT,Analytics Engineer,150000,USD,150000,US,100,US,M
2023,SE,FT,Data Architect,168100,USD,168100,US,100,US,M
2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M
2023,SE,FT,Data Engineer,232760,USD,232760,US,100,US,M
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,EN,FT,Research Scientist,162170,USD,162170,US,100,US,M
2023,EN,FT,AI Scientist,20000,USD,20000,TR,100,TR,S
2023,SE,FT,Data Analyst,74400,USD,74400,US,100,US,M
2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
2023,SE,FT,Data Analyst,118000,USD,118000,US,100,US,M
2023,SE,FT,Data Scientist,125000,USD,125000,US,100,US,M
2023,SE,FT,Data Analyst,81900,USD,81900,US,0,US,M
2023,SE,FT,Machine Learning Engineer,135000,USD,135000,GB,100,GB,M
2023,SE,FT,Data Engineer,209000,USD,209000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,257000,USD,257000,US,0,US,M
2023,SE,FT,Data Scientist,101500,USD,101500,US,0,US,M
2023,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,EN,FT,Data Engineer,25000,EUR,26992,DE,100,DE,L
2023,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,MI,FT,Data Scientist,72360,EUR,78125,LV,0,LV,M
2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,SE,FT,Business Intelligence Analyst,113000,USD,113000,US,0,US,M
2023,SE,FT,Data Scientist,156100,USD,156100,CA,0,CA,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,EX,FT,Data Engineer,210914,USD,210914,US,100,US,M
2023,SE,FT,Machine Learning Engineer,283780,USD,283780,US,0,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Analyst,105000,USD,105000,CA,0,CA,M
2023,SE,FT,Data Analyst,141290,USD,141290,US,0,US,M
2023,MI,FT,Machine Learning Engineer,52000,GBP,63980,GB,100,GB,M
2023,SE,FT,Data Engineer,180514,USD,180514,GB,100,GB,M
2023,SE,FT,Data Scientist,149500,USD,149500,US,0,US,M
2023,EN,FT,Data Scientist,166000,USD,166000,US,100,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M
2023,SE,FT,Research Engineer,100000,EUR,107968,DE,100,DE,S
2023,MI,FT,Research Scientist,200000,USD,200000,US,0,US,M
2023,SE,FT,Data Analyst,113000,USD,113000,US,100,US,M
2023,SE,FT,Deep Learning Engineer,331640,USD,331640,US,0,US,M
2023,SE,FT,Research Scientist,240000,USD,240000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,MI,FT,Insight Analyst,40000,EUR,43187,PT,100,PT,M
2023,EN,FT,Research Engineer,60000,USD,60000,GB,100,GB,M
2023,MI,FT,Data Modeler,90000,GBP,110736,GB,0,GB,M
2023,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
2023,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M
2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M
2023,MI,FT,Business Intelligence Developer,25000,GBP,30760,GB,0,GB,M
2023,SE,FT,Data Engineer,225000,USD,225000,US,100,US,M
2023,SE,FT,Data Scientist,156100,USD,156100,CA,0,CA,M
2023,SE,FT,Data Engineer,128000,USD,128000,US,0,US,M
2023,EX,FT,Data Engineer,130000,USD,130000,US,0,US,M
2023,EX,FT,Data Scientist,247000,USD,247000,US,100,US,M
2023,EN,FT,Data Analyst,54000,USD,54000,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,156400,USD,156400,US,0,US,M
2023,SE,FT,Research Engineer,300000,USD,300000,US,0,US,M
2023,SE,FT,Data Engineer,205600,USD,205600,US,0,US,L
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Data Scientist,124600,USD,124600,US,0,US,M
2023,SE,FT,Research Scientist,166000,USD,166000,US,0,US,M
2023,SE,FT,Research Scientist,159300,USD,159300,US,0,US,M
2023,MI,FT,Data Manager,151700,USD,151700,US,0,US,L
2023,SE,FT,Data Engineer,196685,USD,196685,US,0,US,M
2023,SE,FT,Research Scientist,141300,USD,141300,US,100,US,M
2023,MI,FT,Data Scientist,60000,USD,60000,US,0,US,M
2023,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2023,SE,FT,Data Analyst,52000,USD,52000,US,0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Data Architect,263100,USD,263100,US,0,US,M
2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,EN,FT,AI Developer,80000,USD,80000,SE,50,SE,M
2023,SE,FT,Data Manager,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Analyst,240500,USD,240500,US,0,US,M
2023,SE,FT,Data Engineer,100000,EUR,107968,DE,100,DE,M
2023,MI,FT,Data Analyst,90000,GBP,110736,HR,0,HR,M
2023,SE,FT,Machine Learning Engineer,93300,USD,93300,US,0,US,M
2023,SE,FT,Data Scientist,140900,USD,140900,US,100,US,M
2023,SE,FT,BI Analyst,202000,USD,202000,US,100,US,M
2023,SE,FT,Data Engineer,166400,USD,166400,US,0,US,M
2023,MI,FT,Data Engineer,106050,USD,106050,US,0,US,M
2023,SE,FT,Data Architect,95500,USD,95500,US,0,US,M
2023,SE,FT,Data Scientist,209450,USD,209450,US,100,US,M
2023,MI,FT,Decision Scientist,204500,USD,204500,US,0,US,M
2023,EN,FT,Business Intelligence Analyst,55125,USD,55125,CA,0,CA,M
2023,SE,FT,Data Engineer,266000,USD,266000,US,0,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Engineer,199000,USD,199000,GB,0,GB,M
2023,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
2023,MI,FT,Machine Learning Engineer,213900,USD,213900,US,0,US,M
2023,MI,FT,Data Engineer,94000,USD,94000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,151600,USD,151600,US,0,US,M
2023,MI,FT,Data Specialist,81800,USD,81800,US,0,US,M
2023,SE,FT,Machine Learning Engineer,226600,USD,226600,US,0,US,M
2023,SE,FT,Data Engineer,122400,USD,122400,US,100,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M
2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Scientist,258700,USD,258700,US,0,US,M
2023,SE,FT,Analytics Engineer,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Scientist,106800,USD,106800,US,0,US,M
2023,SE,FT,Machine Learning Engineer,226700,USD,226700,CA,100,CA,M
2023,SE,FT,Data Scientist,142200,USD,142200,US,0,US,M
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Data Scientist,119213,USD,119213,CA,100,CA,M
2023,EX,FT,Data Scientist,299500,USD,299500,US,100,US,M
2023,MI,FT,Data Developer,95000,USD,95000,US,0,US,M
2023,SE,FT,Data Engineer,152375,USD,152375,US,0,US,M
2023,SE,FT,Data Scientist,264846,USD,264846,US,0,US,M
2023,SE,FT,Research Engineer,190000,USD,190000,US,0,US,M
2023,MI,FT,Data Engineer,250000,USD,250000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Engineer,131000,USD,131000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,158200,USD,158200,US,0,US,M
2023,SE,FT,Data Engineer,122000,USD,122000,US,0,US,M
2023,SE,FT,Data Scientist,202000,USD,202000,US,0,US,M
2023,MI,FT,Data Scientist,70000,GBP,86128,GB,0,GB,M
2023,SE,FT,Data Analyst,204500,USD,204500,US,0,US,M
2023,MI,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M
2023,SE,FT,Research Scientist,157000,USD,157000,US,0,US,M
2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M
2023,SE,FT,Data Scientist,97300,USD,97300,US,0,US,M
2023,SE,FT,Analytics Engineer,192000,USD,192000,US,100,US,M
2023,MI,FT,Data Engineer,116000,USD,116000,US,0,US,M
2023,MI,FT,Data Operations Specialist,50000,USD,50000,US,0,US,M
2023,SE,FT,Data Engineer,72000,EUR,77737,DE,50,DE,L
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2023,EN,FT,Data Analyst,70000,USD,70000,US,100,US,M
2023,SE,FT,Data Analyst,175000,USD,175000,CA,100,CA,M
2023,MI,FT,Data Analyst,135000,USD,135000,US,0,US,M
2023,SE,FT,Data Scientist,109000,USD,109000,US,0,US,M
2023,SE,FT,MLOps Engineer,199000,USD,199000,US,0,US,M
2023,EN,FT,Data Analyst,75000,GBP,92280,GB,0,GB,M
2023,SE,FT,Data Engineer,147000,USD,147000,US,0,US,M
2023,SE,FT,Data Analyst,170550,USD,170550,US,100,US,M
2023,EN,FT,Data Analyst,100000,USD,100000,UZ,100,US,L
2023,SE,FT,Data Engineer,108308,USD,108308,GB,100,GB,M
2023,MI,FT,Data Analyst,75000,GBP,92280,GB,0,GB,M
2023,SE,FT,Data Scientist,154700,USD,154700,US,0,US,M
2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,MI,FT,Data Analyst,135000,USD,135000,US,0,US,M
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M
2023,EN,FT,Data Analyst,85256,USD,85256,US,0,US,M
2023,SE,FT,Data Analyst,94400,USD,94400,US,100,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Analyst,1300000,INR,15809,IN,100,IN,S
2023,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Business Intelligence Analyst,171050,USD,171050,US,100,US,M
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2023,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,305000,USD,305000,US,0,US,M
2023,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
2023,EN,FT,Data Scientist,105000,USD,105000,US,0,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M
2023,SE,FT,Data Scientist,187000,USD,187000,US,0,US,M
2023,MI,FT,Data Scientist,106200,USD,106200,US,0,US,M
2023,SE,FT,Data Engineer,204500,USD,204500,US,0,US,M
2023,MI,FT,Data Analyst,101000,USD,101000,US,0,US,M
2023,SE,FT,AI Engineer,93300,USD,93300,US,0,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M
2023,MI,FT,Data Engineer,85000,GBP,104584,GB,100,GB,M
2023,EN,FT,Data Integration Specialist,115000,USD,115000,CA,0,CA,M
2023,SE,FT,Data Analyst,170500,USD,170500,US,100,US,M
2023,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Engineer,143000,USD,143000,US,0,US,M
2023,SE,FT,Analytics Engineer,80000,USD,80000,CA,100,CA,M
2023,SE,FT,Data Engineer,205600,USD,205600,US,0,US,L
2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M
2023,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M
2023,SE,FT,Computer Vision Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Research Scientist,132500,USD,132500,US,0,US,M
2023,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,US,100,US,M
2023,SE,FT,Data Engineer,96200,USD,96200,US,0,US,M
2023,SE,FT,Data Engineer,97200,USD,97200,US,0,US,M
2023,SE,FT,Data Engineer,133800,USD,133800,US,0,US,M
2023,SE,FT,Machine Learning Engineer,258800,USD,258800,GB,0,GB,M
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2023,EN,FT,Applied Scientist,130760,USD,130760,US,0,US,L
2023,MI,FT,Data Specialist,62500,USD,62500,US,100,US,M
2023,SE,FT,Business Intelligence Engineer,155000,USD,155000,US,100,US,M
2023,SE,FT,Data Scientist,73100,USD,73100,US,0,US,M
2023,EN,FT,Data Analyst,60000,GBP,73824,GB,0,GB,M
2023,SE,FT,Data Scientist,258000,USD,258000,CA,0,CA,M
2023,SE,FT,Data Engineer,280600,USD,280600,US,0,US,M
2023,EN,FT,Research Engineer,98000,USD,98000,US,0,US,M
2023,SE,FT,Data Analyst,93500,USD,93500,US,100,US,M
2023,SE,FT,Data Engineer,149076,USD,149076,US,100,US,M
2023,MI,FT,Data Manager,73500,USD,73500,US,0,US,M
2023,EN,FT,Data Analyst,64000,USD,64000,US,0,US,M
2023,EX,FT,Head of Machine Learning,188000,USD,188000,US,0,US,M
2023,SE,FT,Research Scientist,145900,USD,145900,US,0,US,M
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M
2023,EN,FT,Data Analyst,41419,USD,41419,US,100,US,M
2023,EN,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,MI,FT,Research Scientist,165000,USD,165000,US,100,US,M
2023,SE,FT,Data Architect,234000,USD,234000,US,100,US,M
2023,MI,FT,Data Analyst,52100,USD,52100,US,0,US,M
2023,SE,FT,Data Scientist,164000,USD,164000,US,100,US,M
2023,SE,FT,Data Scientist,164000,USD,164000,US,100,US,M
2023,SE,FT,Data Scientist,178538,USD,178538,US,100,US,M
2023,SE,FT,Machine Learning Engineer,226600,USD,226600,US,0,US,M
2023,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,Research Scientist,163200,USD,163200,US,0,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Analytics Engineer,112000,USD,112000,US,100,US,M
2023,SE,FT,Research Scientist,124100,USD,124100,US,0,US,L
2023,MI,FT,Data Engineer,112000,USD,112000,US,0,US,M
2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M
2023,SE,FT,Data Architect,105200,USD,105200,US,0,US,M
2023,EX,FT,Research Scientist,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Engineer,68000,GBP,83667,GB,100,GB,M
2023,SE,FT,Applied Scientist,154836,USD,154836,US,100,US,M
2023,EN,FT,Data Engineer,92700,USD,92700,US,100,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2023,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M
2023,SE,FT,Data Analyst,106000,USD,106000,US,100,US,M
2023,SE,FT,Research Engineer,203000,USD,203000,US,0,US,M
2023,SE,FT,Data Scientist,270000,USD,270000,US,0,US,M
2023,SE,FT,Deep Learning Engineer,409500,CAD,303387,CA,100,CA,M
2023,SE,FT,Data Scientist,245100,USD,245100,US,0,US,M
2023,SE,FT,Data Scientist,180560,USD,180560,US,0,US,M
2023,EN,FT,Data Scientist,85000,USD,85000,US,0,US,M
2023,SE,FT,Data Engineer,171250,USD,171250,US,0,US,M
2023,SE,FT,BI Analyst,75000,USD,75000,US,100,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,165400,USD,165400,US,0,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
2023,EN,FT,Machine Learning Engineer,47840,USD,47840,US,0,US,M
2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M
2023,SE,FT,Data Engineer,68400,USD,68400,US,0,US,M
2023,SE,FT,Data Engineer,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Engineer,291500,USD,291500,US,0,US,M
2023,MI,FT,Applied Scientist,36000,USD,36000,NG,50,NG,M
2023,SE,FT,Data Analyst,75000,USD,75000,US,0,US,M
2023,MI,FT,AI Developer,100000,SGD,74883,FI,0,FI,M
2023,MI,FT,Data Engineer,181700,USD,181700,US,0,US,M
2023,EN,FT,Machine Learning Engineer,130400,USD,130400,US,0,US,M
2023,SE,FT,Data Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Data Engineer,161000,USD,161000,US,0,US,M
2023,SE,FT,Data Engineer,240500,USD,240500,US,0,US,L
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Analytics Engineer,174000,USD,174000,US,100,US,M
2023,SE,FT,Data Engineer,200000,USD,200000,CA,100,CA,M
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M
2023,MI,FT,Research Scientist,150000,USD,150000,US,0,US,M
